property_id,status,tier,rent,yield
3303,Offplan,NONE,,
2689,Offplan,NONE,,
1619,Offplan,NONE,,
193,Offplan,NONE,,
6165,Offplan,NONE,,
1194,Offplan,NONE,,
4178,Offplan,NONE,,
8311,Ready,R4,76800.0,2.26
6976,Offplan,NONE,,
6163,Ready,NONE,,
4218,Offplan,NONE,,
3368,Offplan,NONE,,
5929,Offplan,NONE,,
3739,Offplan,NONE,,
2891,Offplan,NONE,,
6731,Offplan,NONE,,
6783,Offplan,NONE,,
4831,Offplan,NONE,,
4459,Offplan,NONE,,
5807,Offplan,NONE,,
7384,Offplan,NONE,,
7113,Offplan,NONE,,
5878,Offplan,NONE,,
7037,Offplan,NONE,,
2991,Offplan,NONE,,
3669,Offplan,NONE,,
7637,Offplan,NONE,,
3920,Offplan,NONE,,
2782,Offplan,NONE,,
5378,Offplan,NONE,,
2610,Offplan,NONE,,
2658,Offplan,NONE,,
2831,Offplan,NONE,,
2680,Offplan,NONE,,
7216,Offplan,NONE,,
3385,Offplan,NONE,,
3037,Offplan,NONE,,
4428,Offplan,NONE,,
3596,Offplan,NONE,,
7030,Offplan,NONE,,
6168,Offplan,NONE,,
6491,Offplan,NONE,,
4353,Offplan,NONE,,
5332,Offplan,NONE,,
1757,Offplan,NONE,,
537,Offplan,NONE,,
3092,Offplan,NONE,,
7640,Ready,R2,65280.0,7.9
7232,Offplan,NONE,,
8314,Offplan,NONE,,
7606,Offplan,NONE,,
2537,Offplan,NONE,,
6482,Offplan,NONE,,
2447,Offplan,NONE,,
7313,Offplan,NONE,,
6197,Offplan,NONE,,
1507,Offplan,NONE,,
8253,Offplan,NONE,,
4901,Offplan,NONE,,
7899,Unknown,NONE,,
491,Offplan,NONE,,
4552,Offplan,NONE,,
5979,Offplan,NONE,,
111,Offplan,NONE,,
476,Offplan,NONE,,
3883,Offplan,NONE,,
2073,Offplan,NONE,,
1412,Offplan,NONE,,
4852,Offplan,NONE,,
1147,Offplan,NONE,,
8090,Offplan,NONE,,
2256,Offplan,NONE,,
4222,Offplan,NONE,,
1169,Offplan,NONE,,
2454,Offplan,NONE,,
5548,Offplan,NONE,,
5149,Offplan,NONE,,
8204,Offplan,NONE,,
613,Offplan,NONE,,
2989,Ready,NONE,,
5694,Offplan,NONE,,
3183,Offplan,NONE,,
995,Offplan,NONE,,
954,Offplan,NONE,,
1279,Ready,R2,105600.0,4.64
5537,Offplan,NONE,,
3633,Offplan,NONE,,
1936,Offplan,NONE,,
51,Offplan,NONE,,
6483,Offplan,NONE,,
4733,Offplan,NONE,,
3123,Offplan,NONE,,
6582,Offplan,NONE,,
1424,Offplan,NONE,,
7629,Offplan,NONE,,
820,Offplan,NONE,,
3462,Offplan,NONE,,
6556,Ready,R2,86400.0,4.75
5814,Offplan,NONE,,
5759,Offplan,NONE,,
983,Ready,R1,68160.0,6.2
6114,Offplan,NONE,,
4545,Ready,NONE,,
7485,Offplan,NONE,,
586,Offplan,NONE,,
3750,Offplan,NONE,,
5034,Offplan,NONE,,
1271,Offplan,NONE,,
2290,Offplan,NONE,,
3745,Offplan,NONE,,
4064,Offplan,NONE,,
4732,Offplan,NONE,,
7853,Offplan,NONE,,
6295,Offplan,NONE,,
6141,Ready,R3,43200.0,8.82
4497,Offplan,NONE,,
4386,Offplan,NONE,,
6757,Offplan,NONE,,
229,Offplan,NONE,,
4393,Offplan,NONE,,
1631,Offplan,NONE,,
5559,Offplan,NONE,,
8392,Offplan,NONE,,
2215,Offplan,NONE,,
7602,Offplan,NONE,,
4072,Offplan,NONE,,
8115,Offplan,NONE,,
984,Offplan,NONE,,
454,Offplan,NONE,,
5454,Offplan,NONE,,
6676,Offplan,NONE,,
1538,Offplan,NONE,,
7286,Ready,R2,73440.0,5.65
486,Offplan,NONE,,
1256,Offplan,NONE,,
6770,Offplan,NONE,,
7154,Offplan,NONE,,
7212,Offplan,NONE,,
7805,Offplan,NONE,,
7536,Offplan,NONE,,
4619,Offplan,NONE,,
3963,Offplan,NONE,,
2179,Offplan,NONE,,
5776,Offplan,NONE,,
1985,Offplan,NONE,,
101,Ready,R4,76800.0,4.44
6599,Offplan,NONE,,
3337,Offplan,NONE,,
6562,Offplan,NONE,,
2022,Offplan,NONE,,
1723,Offplan,NONE,,
2941,Offplan,NONE,,
4148,Offplan,NONE,,
4980,Offplan,NONE,,
4819,Offplan,NONE,,
7508,Offplan,NONE,,
7712,Offplan,NONE,,
7889,Offplan,NONE,,
609,Offplan,NONE,,
5877,Offplan,NONE,,
1059,Offplan,NONE,,
5203,Ready,R4,53424.0,5.58
6823,Offplan,NONE,,
3830,Ready,R4,163200.0,4.08
273,Offplan,NONE,,
3195,Unknown,NONE,,
7282,Ready,R2,110400.0,6.71
7138,Offplan,NONE,,
3582,Offplan,NONE,,
1444,Offplan,NONE,,
3555,Offplan,NONE,,
4338,Offplan,NONE,,
1379,Offplan,NONE,,
3961,Offplan,NONE,,
13,Offplan,NONE,,
7389,Offplan,NONE,,
6488,Offplan,NONE,,
2187,Offplan,NONE,,
3381,Offplan,NONE,,
969,Offplan,NONE,,
8413,Offplan,NONE,,
4712,Offplan,NONE,,
6764,Offplan,NONE,,
6550,Offplan,NONE,,
3216,Offplan,NONE,,
7835,Offplan,NONE,,
1124,Offplan,NONE,,
7842,Ready,R2,70560.0,6.92
8446,Offplan,NONE,,
5021,Offplan,NONE,,
5100,Offplan,NONE,,
65,Offplan,NONE,,
2967,Offplan,NONE,,
2948,Offplan,NONE,,
4905,Ready,R4,422400.0,1.19
6608,Offplan,NONE,,
1071,Offplan,NONE,,
2573,Offplan,NONE,,
6108,Offplan,NONE,,
2853,Offplan,NONE,,
5981,Ready,R4,65280.0,5.12
4866,Offplan,NONE,,
7063,Offplan,NONE,,
2195,Offplan,NONE,,
6733,Ready,NONE,,
2167,Offplan,NONE,,
2338,Offplan,NONE,,
2864,Offplan,NONE,,
1267,Offplan,NONE,,
808,Offplan,NONE,,
3149,Offplan,NONE,,
862,Offplan,NONE,,
836,Offplan,NONE,,
5637,Offplan,NONE,,
2334,Offplan,NONE,,
2269,Offplan,NONE,,
5376,Offplan,NONE,,
6364,Offplan,NONE,,
3502,Offplan,NONE,,
4971,Offplan,NONE,,
7543,Offplan,NONE,,
6713,Offplan,NONE,,
3029,Offplan,NONE,,
7564,Offplan,NONE,,
8220,Ready,R2,240000.0,5.33
1812,Offplan,NONE,,
5644,Offplan,NONE,,
3165,Offplan,NONE,,
4658,Offplan,NONE,,
1712,Offplan,NONE,,
1292,Offplan,NONE,,
4634,Offplan,NONE,,
2670,Offplan,NONE,,
4869,Offplan,NONE,,
5030,Offplan,NONE,,
7149,Offplan,NONE,,
3706,Ready,R4,140554.0,2.93
6745,Ready,R4,140554.0,2.93
2945,Offplan,NONE,,
286,Offplan,NONE,,
4710,Offplan,NONE,,
2542,Offplan,NONE,,
1892,Offplan,NONE,,
5530,Offplan,NONE,,
2560,Offplan,NONE,,
4361,Offplan,NONE,,
3721,Offplan,NONE,,
7152,Offplan,NONE,,
1654,Offplan,NONE,,
3266,Offplan,NONE,,
8032,Offplan,NONE,,
7067,Unknown,NONE,,
2223,Offplan,NONE,,
1068,Ready,R4,67200.0,4.31
4568,Offplan,NONE,,
47,Offplan,NONE,,
3553,Offplan,NONE,,
4566,Offplan,NONE,,
6939,Offplan,NONE,,
7802,Offplan,NONE,,
4209,Ready,R4,58080.0,4.01
6702,Offplan,NONE,,
6326,Offplan,NONE,,
5584,Offplan,NONE,,
7991,Offplan,NONE,,
3009,Offplan,NONE,,
7306,Offplan,NONE,,
3594,Unknown,NONE,,
4389,Ready,R2,65280.0,7.21
873,Offplan,NONE,,
4252,Ready,R4,80640.0,3.13
3803,Offplan,NONE,,
5246,Offplan,NONE,,
1149,Offplan,NONE,,
2971,Unknown,NONE,,
1684,Offplan,NONE,,
4308,Offplan,NONE,,
3626,Offplan,NONE,,
6244,Offplan,NONE,,
216,Offplan,NONE,,
6235,Ready,R2,115200.0,5.24
6520,Offplan,NONE,,
3939,Offplan,NONE,,
3460,Offplan,NONE,,
7028,Offplan,NONE,,
2998,Offplan,NONE,,
7051,Offplan,NONE,,
4524,Ready,R4,67235.0,3.74
3647,Offplan,NONE,,
4318,Offplan,NONE,,
3850,Offplan,NONE,,
4614,Offplan,NONE,,
5320,Offplan,NONE,,
5443,Offplan,NONE,,
1425,Offplan,NONE,,
3406,Offplan,NONE,,
307,Offplan,NONE,,
8064,Offplan,NONE,,
1114,Offplan,NONE,,
5676,Offplan,NONE,,
4001,Unknown,NONE,,
4410,Offplan,NONE,,
4834,Offplan,NONE,,
2317,Offplan,NONE,,
1586,Offplan,NONE,,
7493,Offplan,NONE,,
1676,Offplan,NONE,,
4972,Offplan,NONE,,
5394,Ready,R3,43200.0,6.47
7801,Offplan,NONE,,
6324,Offplan,NONE,,
5005,Offplan,NONE,,
7741,Offplan,NONE,,
8221,Offplan,NONE,,
2739,Offplan,NONE,,
1325,Offplan,NONE,,
7413,Offplan,NONE,,
6559,Offplan,NONE,,
7836,Offplan,NONE,,
6790,Offplan,NONE,,
377,Offplan,NONE,,
6002,Offplan,NONE,,
411,Offplan,NONE,,
197,Offplan,NONE,,
2021,Offplan,NONE,,
4680,Offplan,NONE,,
2946,Offplan,NONE,,
1281,Offplan,NONE,,
5461,Offplan,NONE,,
4214,Offplan,NONE,,
3204,Unknown,NONE,,
2281,Offplan,NONE,,
5700,Offplan,NONE,,
2808,Offplan,NONE,,
7680,Offplan,NONE,,
5045,Offplan,NONE,,
2597,Offplan,NONE,,
5497,Ready,R3,38400.0,5.69
8003,Unknown,NONE,,
3081,Offplan,NONE,,
2724,Offplan,NONE,,
8156,Offplan,NONE,,
1262,Offplan,NONE,,
855,Offplan,NONE,,
2757,Offplan,NONE,,
2668,Offplan,NONE,,
2246,Offplan,NONE,,
6993,Offplan,NONE,,
5269,Offplan,NONE,,
1459,Ready,R2,91849.0,6.68
442,Offplan,NONE,,
3095,Offplan,NONE,,
7305,Offplan,NONE,,
720,Offplan,NONE,,
7919,Offplan,NONE,,
4649,Offplan,NONE,,
8373,Offplan,NONE,,
416,Offplan,NONE,,
4644,Offplan,NONE,,
2189,Offplan,NONE,,
3225,Offplan,NONE,,
3334,Offplan,NONE,,
425,Offplan,NONE,,
5701,Offplan,NONE,,
1193,Offplan,NONE,,
6586,Offplan,NONE,,
4669,Offplan,NONE,,
1658,Offplan,NONE,,
4300,Offplan,NONE,,
4122,Offplan,NONE,,
8081,Offplan,NONE,,
520,Offplan,NONE,,
4171,Offplan,NONE,,
8384,Offplan,NONE,,
5654,Offplan,NONE,,
3865,Offplan,NONE,,
2416,Offplan,NONE,,
3775,Offplan,NONE,,
8316,Offplan,NONE,,
2449,Offplan,NONE,,
7513,Offplan,NONE,,
7285,Ready,R2,150720.0,5.02
4388,Offplan,NONE,,
4046,Ready,R4,61440.0,6.14
322,Offplan,NONE,,
6130,Offplan,NONE,,
525,Offplan,NONE,,
7164,Offplan,NONE,,
1160,Offplan,NONE,,
4930,Offplan,NONE,,
5214,Offplan,NONE,,
930,Offplan,NONE,,
4997,Ready,R4,62400.0,6.43
6530,Ready,R4,69120.0,5.32
762,Offplan,NONE,,
2659,Offplan,NONE,,
6754,Offplan,NONE,,
7716,Offplan,NONE,,
7472,Offplan,NONE,,
479,Offplan,NONE,,
6747,Ready,R4,153600.0,2.29
488,Offplan,NONE,,
2120,Offplan,NONE,,
5475,Offplan,NONE,,
6829,Offplan,NONE,,
6421,Offplan,NONE,,
1417,Offplan,NONE,,
2393,Offplan,NONE,,
2980,Offplan,NONE,,
4562,Offplan,NONE,,
6124,Offplan,NONE,,
2174,Offplan,NONE,,
934,Offplan,NONE,,
8386,Offplan,NONE,,
2791,Offplan,NONE,,
5865,Offplan,NONE,,
7447,Offplan,NONE,,
4235,Offplan,NONE,,
5266,Offplan,NONE,,
2740,Offplan,NONE,,
5189,Offplan,NONE,,
4681,Offplan,NONE,,
1628,Offplan,NONE,,
3483,Offplan,NONE,,
3255,Offplan,NONE,,
6137,Offplan,NONE,,
4924,Offplan,NONE,,
1083,Offplan,NONE,,
5317,Offplan,NONE,,
294,Offplan,NONE,,
4677,Offplan,NONE,,
3231,Ready,R2,86400.0,5.4
482,Offplan,NONE,,
8097,Offplan,NONE,,
3729,Offplan,NONE,,
3471,Offplan,NONE,,
7206,Offplan,NONE,,
2103,Offplan,NONE,,
7260,Offplan,NONE,,
5805,Offplan,NONE,,
1129,Offplan,NONE,,
5165,Offplan,NONE,,
3374,Offplan,NONE,,
699,Offplan,NONE,,
566,Offplan,NONE,,
6184,Offplan,NONE,,
178,Offplan,NONE,,
4745,Offplan,NONE,,
1859,Offplan,NONE,,
4391,Offplan,NONE,,
6664,Offplan,NONE,,
2663,Offplan,NONE,,
2611,Offplan,NONE,,
299,Offplan,NONE,,
4468,Offplan,NONE,,
3099,Offplan,NONE,,
3332,Offplan,NONE,,
4277,Offplan,NONE,,
6331,Offplan,NONE,,
6583,Offplan,NONE,,
4827,Offplan,NONE,,
689,Offplan,NONE,,
7251,Offplan,NONE,,
2196,Offplan,NONE,,
135,Offplan,NONE,,
2880,Offplan,NONE,,
2884,Offplan,NONE,,
7434,Offplan,NONE,,
183,Offplan,NONE,,
3852,Unknown,NONE,,
6680,Offplan,NONE,,
143,Offplan,NONE,,
6423,Offplan,NONE,,
2458,Offplan,NONE,,
5263,Ready,R2,81600.0,5.63
383,Offplan,NONE,,
3339,Offplan,NONE,,
4959,Offplan,NONE,,
7022,Ready,R4,64790.0,3.99
884,Ready,R4,105600.0,4.52
985,Offplan,NONE,,
3025,Offplan,NONE,,
6877,Offplan,NONE,,
4014,Offplan,NONE,,
1932,Offplan,NONE,,
6036,Offplan,NONE,,
1727,Ready,R2,53760.0,5.38
5402,Ready,R4,75840.0,4.89
5028,Offplan,NONE,,
1944,Offplan,NONE,,
5237,Offplan,NONE,,
938,Offplan,NONE,,
6921,Offplan,NONE,,
859,Offplan,NONE,,
6634,Offplan,NONE,,
7667,Offplan,NONE,,
2589,Offplan,NONE,,
1745,Ready,R2,98880.0,7.11
2438,Offplan,NONE,,
5191,Offplan,NONE,,
2687,Offplan,NONE,,
3492,Offplan,NONE,,
8168,Offplan,NONE,,
1781,Offplan,NONE,,
4599,Offplan,NONE,,
2149,Offplan,NONE,,
4041,Ready,R3,44160.0,7.35
6054,Offplan,NONE,,
472,Ready,R2,52800.0,7.38
3877,Offplan,NONE,,
4026,Offplan,NONE,,
5696,Offplan,NONE,,
5509,Offplan,NONE,,
3645,Offplan,NONE,,
1151,Offplan,NONE,,
6310,Offplan,NONE,,
8269,Offplan,NONE,,
6448,Offplan,NONE,,
3538,Offplan,NONE,,
4309,Offplan,NONE,,
4263,Ready,R2,129600.0,4.89
1724,Offplan,NONE,,
6327,Ready,R4,61920.0,5.93
277,Offplan,NONE,,
7686,Offplan,NONE,,
7915,Offplan,NONE,,
6435,Ready,R2,67200.0,7.92
2232,Offplan,NONE,,
2640,Offplan,NONE,,
558,Offplan,NONE,,
6882,Offplan,NONE,,
2432,Offplan,NONE,,
6009,Offplan,NONE,,
1731,Offplan,NONE,,
929,Offplan,NONE,,
2204,Offplan,NONE,,
3323,Offplan,NONE,,
3543,Offplan,NONE,,
4287,Offplan,NONE,,
3391,Offplan,NONE,,
7209,Offplan,NONE,,
3507,Offplan,NONE,,
7692,Offplan,NONE,,
3063,Offplan,NONE,,
2345,Offplan,NONE,,
5908,Offplan,NONE,,
681,Offplan,NONE,,
3598,Offplan,NONE,,
2130,Offplan,NONE,,
8033,Offplan,NONE,,
5109,Offplan,NONE,,
2275,Offplan,NONE,,
3884,Offplan,NONE,,
4390,Offplan,NONE,,
7259,Offplan,NONE,,
3551,Offplan,NONE,,
735,Ready,R2,181440.0,4.97
6528,Offplan,NONE,,
7287,Unknown,NONE,,
6226,Offplan,NONE,,
8277,Offplan,NONE,,
5081,Ready,R2,98880.0,5.79
7584,Offplan,NONE,,
6633,Offplan,NONE,,
8281,Offplan,NONE,,
344,Offplan,NONE,,
8059,Offplan,NONE,,
1677,Offplan,NONE,,
4702,Ready,R3,40320.0,7.07
4185,Offplan,NONE,,
2665,Offplan,NONE,,
3027,Ready,R2,96000.0,6.86
3106,Offplan,NONE,,
7055,Offplan,NONE,,
4431,Offplan,NONE,,
5180,Offplan,NONE,,
7457,Ready,R2,48000.0,7.06
121,Offplan,NONE,,
598,Offplan,NONE,,
8140,Offplan,NONE,,
4067,Offplan,NONE,,
1362,Offplan,NONE,,
5718,Offplan,NONE,,
918,Offplan,NONE,,
8338,Offplan,NONE,,
6988,Offplan,NONE,,
1139,Offplan,NONE,,
2446,Offplan,NONE,,
5532,Offplan,NONE,,
602,Offplan,NONE,,
7444,Offplan,NONE,,
5612,Ready,R4,45120.0,4.76
3613,Offplan,NONE,,
576,Offplan,NONE,,
5816,Unknown,NONE,,
3200,Offplan,NONE,,
2817,Offplan,NONE,,
2019,Offplan,NONE,,
563,Offplan,NONE,,
1407,Offplan,NONE,,
6465,Offplan,NONE,,
7900,Offplan,NONE,,
5648,Offplan,NONE,,
5587,Offplan,NONE,,
3933,Offplan,NONE,,
1819,Offplan,NONE,,
7002,Offplan,NONE,,
6376,Offplan,NONE,,
4890,Offplan,NONE,,
7623,Offplan,NONE,,
6951,Offplan,NONE,,
2745,Offplan,NONE,,
5289,Offplan,NONE,,
3024,Offplan,NONE,,
7048,Offplan,NONE,,
4923,Offplan,NONE,,
289,Offplan,NONE,,
6666,Offplan,NONE,,
588,Offplan,NONE,,
2278,Offplan,NONE,,
3592,Offplan,NONE,,
7818,Offplan,NONE,,
432,Ready,R2,88320.0,5.2
4750,Ready,R4,55680.0,6.55
516,Offplan,NONE,,
5961,Ready,R4,86400.0,5.08
7191,Offplan,NONE,,
7727,Ready,R2,60480.0,7.2
1959,Offplan,NONE,,
4613,Offplan,NONE,,
5007,Offplan,NONE,,
3878,Offplan,NONE,,
5605,Offplan,NONE,,
6721,Offplan,NONE,,
5354,Offplan,NONE,,
2904,Offplan,NONE,,
181,Offplan,NONE,,
3440,Ready,R4,115200.0,5.76
5444,Offplan,NONE,,
3041,Unknown,NONE,,
7601,Offplan,NONE,,
6802,Offplan,NONE,,
4498,Offplan,NONE,,
1976,Ready,R1,40320.0,6.5
112,Offplan,NONE,,
1824,Ready,R2,76800.0,6.97
2645,Ready,R2,124800.0,4.42
87,Ready,R2,110400.0,6.9
8332,Offplan,NONE,,
3511,Offplan,NONE,,
4955,Offplan,NONE,,
6190,Offplan,NONE,,
946,Offplan,NONE,,
7116,Offplan,NONE,,
3160,Ready,R3,57600.0,4.7
7433,Offplan,NONE,,
4816,Offplan,NONE,,
1543,Offplan,NONE,,
927,Offplan,NONE,,
2671,Offplan,NONE,,
1974,Offplan,NONE,,
92,Offplan,NONE,,
3004,Offplan,NONE,,
6076,Offplan,NONE,,
8262,Ready,R2,110400.0,6.49
6557,Offplan,NONE,,
3570,Offplan,NONE,,
6431,Offplan,NONE,,
2191,Offplan,NONE,,
2036,Offplan,NONE,,
4767,Offplan,NONE,,
5621,Offplan,NONE,,
4872,Ready,R2,105600.0,6.4
1521,Offplan,NONE,,
5193,Ready,R3,43200.0,8.0
3548,Offplan,NONE,,
7521,Offplan,NONE,,
4144,Offplan,NONE,,
659,Offplan,NONE,,
2516,Offplan,NONE,,
7495,Offplan,NONE,,
342,Offplan,NONE,,
2860,Offplan,NONE,,
7469,Offplan,NONE,,
739,Offplan,NONE,,
1247,Offplan,NONE,,
4123,Offplan,NONE,,
2456,Offplan,NONE,,
2882,Offplan,NONE,,
142,Offplan,NONE,,
8103,Offplan,NONE,,
7780,Ready,R2,46080.0,6.36
8395,Offplan,NONE,,
7994,Offplan,NONE,,
3620,Offplan,NONE,,
6784,Offplan,NONE,,
3125,Offplan,NONE,,
5099,Offplan,NONE,,
412,Offplan,NONE,,
4994,Offplan,NONE,,
2562,Offplan,NONE,,
1429,Offplan,NONE,,
107,Ready,R2,72000.0,6.55
7902,Offplan,NONE,,
6493,Offplan,NONE,,
3863,Offplan,NONE,,
914,Ready,R2,43200.0,7.45
7032,Offplan,NONE,,
5422,Offplan,NONE,,
356,Offplan,NONE,,
4789,Offplan,NONE,,
6630,Ready,R4,63360.0,4.22
1840,Offplan,NONE,,
6794,Offplan,NONE,,
7248,Offplan,NONE,,
3346,Offplan,NONE,,
243,Offplan,NONE,,
3325,Offplan,NONE,,
4152,Offplan,NONE,,
7652,Offplan,NONE,,
5560,Offplan,NONE,,
148,Offplan,NONE,,
3432,Offplan,NONE,,
1405,Offplan,NONE,,
7117,Offplan,NONE,,
2350,Offplan,NONE,,
4594,Offplan,NONE,,
6889,Offplan,NONE,,
800,Ready,R2,64320.0,4.53
3441,Offplan,NONE,,
8185,Offplan,NONE,,
1700,Offplan,NONE,,
4862,Offplan,NONE,,
2612,Offplan,NONE,,
6927,Offplan,NONE,,
7669,Ready,R3,43200.0,6.91
3521,Offplan,NONE,,
3509,Offplan,NONE,,
1329,Offplan,NONE,,
3051,Offplan,NONE,,
3078,Offplan,NONE,,
1085,Offplan,NONE,,
5582,Ready,R4,129600.0,4.47
414,Ready,R2,65105.0,6.38
5638,Offplan,NONE,,
2387,Offplan,NONE,,
2184,Ready,R4,144000.0,2.22
5579,Ready,R4,91198.0,4.56
4921,Offplan,NONE,,
5224,Offplan,NONE,,
5596,Offplan,NONE,,
7519,Offplan,NONE,,
3534,Offplan,NONE,,
6567,Offplan,NONE,,
5863,Offplan,NONE,,
3663,Offplan,NONE,,
3049,Offplan,NONE,,
5946,Offplan,NONE,,
582,Offplan,NONE,,
7871,Offplan,NONE,,
7765,Offplan,NONE,,
5515,Offplan,NONE,,
4622,Offplan,NONE,,
6084,Offplan,NONE,,
3012,Offplan,NONE,,
6401,Ready,R3,38400.0,5.79
3264,Offplan,NONE,,
226,Unknown,NONE,,
3489,Offplan,NONE,,
4685,Offplan,NONE,,
4059,Offplan,NONE,,
184,Offplan,NONE,,
971,Offplan,NONE,,
4461,Ready,R4,98400.0,3.56
2836,Offplan,NONE,,
3529,Offplan,NONE,,
2313,Ready,R2,67200.0,6.11
6751,Offplan,NONE,,
4484,Offplan,NONE,,
1201,Offplan,NONE,,
8174,Offplan,NONE,,
6652,Offplan,NONE,,
3518,Offplan,NONE,,
2100,Offplan,NONE,,
4786,Offplan,NONE,,
6187,Offplan,NONE,,
36,Offplan,NONE,,
5683,Ready,R4,72000.0,4.8
690,Offplan,NONE,,
684,Offplan,NONE,,
939,Offplan,NONE,,
5296,Offplan,NONE,,
3210,Offplan,NONE,,
3894,Offplan,NONE,,
8189,Offplan,NONE,,
6739,Offplan,NONE,,
6848,Offplan,NONE,,
7208,Offplan,NONE,,
2523,Offplan,NONE,,
274,Offplan,NONE,,
3522,Ready,R2,86400.0,4.75
1255,Offplan,NONE,,
5953,Offplan,NONE,,
3451,Ready,R2,72000.0,6.55
5153,Offplan,NONE,,
4817,Ready,R2,67200.0,6.72
1088,Offplan,NONE,,
4274,Offplan,NONE,,
2699,Offplan,NONE,,
6722,Offplan,NONE,,
909,Offplan,NONE,,
34,Offplan,NONE,,
429,Offplan,NONE,,
7847,Offplan,NONE,,
3237,Unknown,NONE,,
5801,Ready,R3,43200.0,6.26
194,Offplan,NONE,,
5931,Offplan,NONE,,
3265,Ready,R3,57600.0,6.06
4035,Offplan,NONE,,
60,Offplan,NONE,,
8028,Ready,R4,52800.0,3.97
1192,Offplan,NONE,,
5303,Ready,R2,46080.0,7.09
8120,Ready,R2,72576.0,7.85
5528,Ready,R4,172800.0,4.67
4538,Offplan,NONE,,
7448,Offplan,NONE,,
5661,Offplan,NONE,,
3992,Offplan,NONE,,
4987,Offplan,NONE,,
4703,Offplan,NONE,,
2779,Offplan,NONE,,
7230,Offplan,NONE,,
3376,Offplan,NONE,,
5702,Offplan,NONE,,
6463,Offplan,NONE,,
4470,Offplan,NONE,,
6687,Offplan,NONE,,
4960,Offplan,NONE,,
4265,Offplan,NONE,,
4747,Offplan,NONE,,
7367,Offplan,NONE,,
7449,Ready,R4,124800.0,4.46
3217,Offplan,NONE,,
1605,Offplan,NONE,,
6444,Offplan,NONE,,
8347,Offplan,NONE,,
2026,Offplan,NONE,,
2854,Offplan,NONE,,
6056,Ready,R2,278400.0,4.42
7734,Offplan,NONE,,
1531,Offplan,NONE,,
3215,Offplan,NONE,,
3110,Offplan,NONE,,
4029,Offplan,NONE,,
1656,Ready,R2,57600.0,5.84
5982,Offplan,NONE,,
118,Offplan,NONE,,
6746,Offplan,NONE,,
6363,Offplan,NONE,,
6218,Offplan,NONE,,
5367,Offplan,NONE,,
8089,Offplan,NONE,,
1770,Offplan,NONE,,
8087,Offplan,NONE,,
6590,Offplan,NONE,,
1590,Offplan,NONE,,
1744,Offplan,NONE,,
6592,Offplan,NONE,,
5488,Offplan,NONE,,
2676,Offplan,NONE,,
380,Offplan,NONE,,
4205,Offplan,NONE,,
4620,Offplan,NONE,,
3213,Offplan,NONE,,
8065,Offplan,NONE,,
1317,Offplan,NONE,,
6129,Offplan,NONE,,
3520,Offplan,NONE,,
5686,Offplan,NONE,,
8048,Offplan,NONE,,
460,Offplan,NONE,,
7378,Ready,R4,86400.0,2.98
791,Offplan,NONE,,
2448,Offplan,NONE,,
6014,Offplan,NONE,,
4656,Offplan,NONE,,
2502,Offplan,NONE,,
713,Offplan,NONE,,
1355,Unknown,NONE,,
2594,Offplan,NONE,,
1701,Offplan,NONE,,
7918,Ready,R2,118080.0,5.93
7932,Offplan,NONE,,
4441,Offplan,NONE,,
5050,Offplan,NONE,,
7130,Offplan,NONE,,
5938,Offplan,NONE,,
2091,Offplan,NONE,,
4465,Offplan,NONE,,
7036,Offplan,NONE,,
6202,Offplan,NONE,,
5431,Ready,R3,43200.0,6.17
1118,Ready,R2,110880.0,6.16
1732,Offplan,NONE,,
2753,Offplan,NONE,,
2620,Ready,R2,81600.0,5.38
2028,Offplan,NONE,,
3156,Offplan,NONE,,
2311,Offplan,NONE,,
4024,Offplan,NONE,,
4127,Offplan,NONE,,
1086,Offplan,NONE,,
7587,Offplan,NONE,,
2588,Offplan,NONE,,
2965,Ready,R2,129600.0,5.18
4016,Offplan,NONE,,
3383,Offplan,NONE,,
5182,Offplan,NONE,,
2674,Offplan,NONE,,
7547,Offplan,NONE,,
4451,Offplan,NONE,,
5591,Offplan,NONE,,
434,Offplan,NONE,,
1121,Offplan,NONE,,
3766,Ready,R2,120000.0,4.8
8063,Offplan,NONE,,
8223,Offplan,NONE,,
5888,Offplan,NONE,,
6032,Ready,R2,83520.0,6.19
97,Offplan,NONE,,
3896,Offplan,NONE,,
8229,Offplan,NONE,,
1227,Ready,R2,177600.0,4.14
5142,Offplan,NONE,,
3770,Offplan,NONE,,
3256,Offplan,NONE,,
4382,Offplan,NONE,,
5914,Offplan,NONE,,
6043,Offplan,NONE,,
5652,Offplan,NONE,,
6113,Ready,R4,100800.0,5.04
219,Offplan,NONE,,
6618,Offplan,NONE,,
8061,Offplan,NONE,,
1053,Offplan,NONE,,
763,Offplan,NONE,,
7984,Offplan,NONE,,
1196,Offplan,NONE,,
375,Offplan,NONE,,
1389,Offplan,NONE,,
1828,Offplan,NONE,,
780,Offplan,NONE,,
5860,Ready,R2,182400.0,3.72
2951,Ready,R2,71040.0,6.7
5358,Offplan,NONE,,
5170,Offplan,NONE,,
3895,Offplan,NONE,,
267,Offplan,NONE,,
7082,Offplan,NONE,,
2265,Ready,R2,72000.0,5.54
937,Offplan,NONE,,
7934,Offplan,NONE,,
7137,Ready,R2,76800.0,4.55
7411,Offplan,NONE,,
3579,Offplan,NONE,,
2582,Offplan,NONE,,
2341,Offplan,NONE,,
6386,Offplan,NONE,,
5156,Ready,R2,158400.0,5.03
