property_id,unit_status,area,project,bedrooms,size_sqft,price_aed,dld_evidence_status,selected_tier,annual_market_rent_estimate,gross_rental_yield,comparable_count,estimation_method,evidence_level,production_eligible,production_signal_source,validation_status,dld_rental_area,warnings,size_sqm,R1_comparables,R1_median_annual,R1_estimate,R1_method,R1_confidence,R1_rejected,R2_comparables,R2_median_annual,R2_estimate,R2_method,R2_confidence,R2_rejected,R3_comparables,R3_median_annual,R3_estimate,R3_method,R3_confidence,R3_rejected,R4_comparables,R4_median_annual,R4_estimate,R4_method,R4_confidence,R4_rejected
4901,offplan,Meydan City,binghatti maybach ultimate luxury,3.0,4950000.0,4950000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
7899,unknown,Dubai Marina,residences du port autograph collection,3.0,1663.0,5490000.0,DLD_MISSING,STATUS_NOT_ELIGIBLE_FOR_CURRENT_RENT,,,0.0,,NONE,False,NONE,STATUS_NOT_ELIGIBLE_FOR_CURRENT_RENT,,Unknown status properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
491,offplan,Dubai Creek Harbour,arlo,2.0,1208.0,2700000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4552,offplan,Dubai Islands,agua residences,1.0,860.0,1800000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
5979,offplan,Dubai South,coventry 66,0.0,391.0,540750.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
111,offplan,Dubai Science Park,11 hills park,0.0,487.0,737560.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
476,offplan,Jebel Ali,sola residences,1.0,713.0,991000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
3883,offplan,Dubai Production City,soul by vision,0.0,470.0,591300.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
2073,offplan,Al Reem island,radiant elite tower,0.0,496.0,717000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
1412,offplan,International City Phase 2,linden residences,2.0,1201.0,1274620.0,DLD_NO_EVIDENCE,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4852,offplan,Dubai Maritime City,soulever by beyond,3.0,1818.0,7648000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
1147,offplan,Arjan,avelon boulevard,0.0,435.0,705502.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
8090,offplan,Dubai Hills Estate,golf grand,1.0,681.0,1500000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
2256,offplan,Business Bay,binghatti aquarise,0.0,435.0,1120000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4222,offplan,Jumeirah village circle,palatium residence,1.0,740.0,1028370.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
1169,offplan,Dubai Motor City,sierra by iman,4.0,3894.0,4000000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
2454,offplan,Jumeirah village circle,serenz by danube at jvc,1.0,538.0,1220000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
5548,offplan,Sobha Central,the pinnacle at sobha central,1.0,564.0,1779057.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
5149,offplan,Jumeirah village circle,trevino,2.0,1217.0,1817600.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
8204,offplan,Dubai Islands,lia by avenew development,1.0,831.0,2168000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
613,offplan,Solaya By Meraas at La Mer,solaya,4.0,5209.0,35000000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
2989,ready,Dubai Production City,samana sky views,0.0,,689000.0,DLD_MATCH,NO_RENTAL_EVIDENCE_IN_AREA,,,,,NONE,False,NONE,NO_RENTAL_EVIDENCE_IN_AREA,,No rental contracts in DLD area: meaisem first,,,,,,,,,,,,,,,,,,,,,,,,,
5694,offplan,Dubai Sports City,verde by vision,3.0,1934.0,2000000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
3183,offplan,Damac Lagoons,damac valencia at damac lagoons,2.0,1156.0,1746000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
995,offplan,Al Jadaf Waterfront,binghatti ghost,2.0,1287.0,2500000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
954,offplan,Dubai Land Residence Complex,tarrad dubailand residences,2.0,927.0,1241000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
1279,ready,Dubai Marina,marina star,1.0,841.0,2276190.0,DLD_MATCH,R4,91895.85797604822,4.037266571597636,3319.0,median_psf_times_size,AREA_LEVEL,False,NONE,SHADOW_RESEARCH,Marsa Dubai,,78.1,0.0,,,insufficient_data,0.0,True,9.0,110000.0,110185.3875693303,median_psf_times_size,0.45,False,0.0,,,insufficient_data,0.0,True,3319.0,90000.0,91895.85797604822,median_psf_times_size,0.4,False
5537,offplan,Emaar South,golf verge,3.0,1683.0,3270000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
3633,offplan,Dubai Science Park,binghatti hillside,0.0,358.0,774999.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
1936,offplan,Jumeirah Lake Towers,diamondz,0.0,419.0,1100000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
51,offplan,Jumeirah Village Triangle,v1v1d tower,2.0,1270.0,1784350.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
6483,offplan,Arjan,ashley hills,2.0,976.0,1931975.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4733,offplan,Jumeirah village circle,isola bella,0.0,411.0,716800.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
3123,offplan,Dubai Investments Park,olivia residences,2.0,1337.0,1471040.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
6582,offplan,Arjan,one beverly,2.0,1299.0,1300000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
1424,offplan,Business Bay,century,2.0,1111.0,1948430.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
7629,offplan,Jumeirah Village Triangle,milestone residences,2.0,1341.0,1833990.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
820,offplan,Dubai Hills Estate,vida residences club point,1.0,736.0,1600000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
3462,offplan,Jumeirah village circle,auresta tower,1.0,671.0,1003020.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
6556,ready,Business Bay,sol bay,1.0,972.0,1818890.0,DLD_MATCH,R2,95400.40497740962,5.244979354299029,39.0,median_psf_times_size,PROJECT_LEVEL,False,NONE,SHADOW_RESEARCH,Business Bay,,90.3,0.0,,,insufficient_data,0.0,True,39.0,90000.0,95400.40497740962,median_psf_times_size,0.8,False,0.0,,,insufficient_data,0.0,True,2797.0,94000.0,100880.23396136925,median_psf_times_size,0.4,False
5814,offplan,Downtown Dubai,one residence,0.0,470.0,1520000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
5759,offplan,Jumeirah village circle,midora residences,3.0,2066.0,2682000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
983,ready,Business Bay,sol bay,0.0,491.0,1100000.0,DLD_MATCH,R2,64514.28243599838,5.864934766908943,36.0,median_psf_times_size,PROJECT_LEVEL,False,NONE,SHADOW_RESEARCH,Business Bay,,45.6,12.0,71000.0,67248.60625919695,median_psf_times_size,1.0,False,36.0,68000.0,64514.28243599838,median_psf_times_size,0.8,False,64.0,62700.0,64757.19113390995,median_psf_times_size,0.6,False,2436.0,65000.0,67081.45976476648,median_psf_times_size,0.4,False
6114,offplan,Sheikh Zayed Road,sol luxe,2.0,1102.0,3937500.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4545,ready,Dubai Creek Harbour,the cove,4.0,4620.0,11500000.0,DLD_MATCH,NO_TIER_MET_MINIMUM,,,,,NONE,False,NONE,SHADOW_RESEARCH,,No tier met minimum comparables requirement,429.2,,,,,,,,,,,,,,,,,,,,,,,,
7485,offplan,Jumeirah village circle,sapphire 32,1.0,742.0,976000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
586,offplan,Dubai Hills Estate,palace residences dubai hills estate,3.0,1488.0,4700000.0,DLD_NO_EVIDENCE,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
3750,offplan,Dubai Islands,agua residences,2.0,1440.0,2600000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
5034,offplan,Dubai Motor City,sierra by iman,1.0,790.0,1250000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
1271,offplan,Al Marjan Island,fairmont residences,1.0,926.0,2490000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
2290,offplan,Jumeirah village circle,squarex residence,1.0,758.0,1063720.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
3745,offplan,Jumeirah village circle,one park square,0.0,429.0,816005.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4064,offplan,Meydan City,ayaan heights,3.0,1723.0,3600000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4732,offplan,Meydan City,vedaire residences,2.0,1016.0,2160000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
7853,offplan,Dubai Land Residence Complex,al waleed ws 1,2.0,1159.0,1361200.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
6295,offplan,Jumeirah village circle,maimoon gardens,0.0,388.0,689000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
6141,ready,Jumeirah village circle,q gardens loft,0.0,385.0,490000.0,DLD_MISSING,R3,40686.17714867173,8.303301458912598,83.0,median_psf_times_size,AREA_BEDROOM_LEVEL,False,NONE,SHADOW_RESEARCH,Al Barsha South Fourth,,35.8,0.0,,,insufficient_data,0.0,True,0.0,,,insufficient_data,0.0,True,83.0,45000.0,40686.17714867173,median_psf_times_size,0.6,False,1674.0,45000.0,41737.037373172025,median_psf_times_size,0.4,False
4497,offplan,Jumeirah Islands,eltiera view,2.0,1221.0,3025828.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4386,offplan,Business Bay,bayz 102,1.0,749.0,2290000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
6757,offplan,Sobha Hartland 2,320 riverside crescent,2.0,1308.0,2812270.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
229,offplan,Dubai Hills Estate,address residences dubai hills estate,1.0,749.0,1900000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4393,offplan,Jumeirah village circle,trevino,1.0,692.0,1270000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
1631,offplan,Dubai Islands,flow residences,3.0,2068.0,4650000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
5559,offplan,Town Square Dubai,odessa,3.0,1546.0,2399890.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
8392,offplan,Discovery Gardens,havelock residences,1.0,897.0,1050000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
2215,offplan,Arjan,binghatti hillcrest,1.0,700.0,1299999.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
7602,offplan,Al Furjan,v1stara house,2.0,1273.0,1690170.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4072,offplan,Dubai Islands,aquora,1.0,865.0,2300000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
8115,offplan,Dubai Marina,sobha seahaven,1.0,1130.0,4519120.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
984,offplan,Dubai Land Residence Complex,samana parkville,0.0,420.0,776667.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
454,offplan,Dubai South,cresswell views,2.0,1313.0,1520000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
5454,offplan,Dubai Science Park,binghatti hillviews,1.0,855.0,1224000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
6676,offplan,Al Jadaf Waterfront,binghatti pinnacle,2.0,1067.0,2324999.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
1538,offplan,Al Furjan,celeste heights,2.0,1190.0,1625000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
7286,ready,Business Bay,binghatti canal,0.0,491.0,1300000.0,DLD_MATCH,R3,64757.19113390995,4.98132239491615,64.0,median_psf_times_size,AREA_BEDROOM_LEVEL,False,NONE,SHADOW_RESEARCH,Business Bay,,45.6,0.0,,,insufficient_data,0.0,True,21.0,76500.0,82270.61886864575,median_psf_times_size,0.8,False,64.0,62700.0,64757.19113390995,median_psf_times_size,0.6,False,2436.0,65000.0,67081.45976476648,median_psf_times_size,0.4,False
486,offplan,Palm Jumeirah,passo by beyond,1.0,840.0,5500000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
1256,offplan,Business Bay,one river point,0.0,487.0,1400000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
6770,offplan,Arjan,kyoto by oro24,2.0,989.0,1300000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
7154,offplan,Siniya Island,pearlside marina residences,3.0,2164.0,6167946.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
7212,offplan,Dubai South,dubai south by dugasta,1.0,718.0,1077000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
7805,offplan,Dubai South,timber terrace,3.0,1233.0,2038000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
7536,offplan,Dubai Silicon Oasis,belle vie,0.0,416.0,670000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
4619,offplan,Jumeirah village circle,belle rêve,0.0,434.0,670000.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
3963,offplan,Arjan,one beverly,0.0,388.0,675000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
2179,offplan,Dubai Land Residence Complex,aark terraces,1.0,784.0,1084890.0,DLD_MISSING,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
5776,offplan,Dubai Hills Estate,palace residences dubai hills estate,2.0,1206.0,2700000.0,DLD_MATCH,OFFPLAN_RENTAL_NOT_EVALUATED,,,0.0,,NONE,False,NONE,OFFPLAN_RENTAL_NOT_EVALUATED,,Offplan properties not evaluated for current rent,,,,,,,,,,,,,,,,,,,,,,,,,
