property_id,project,area,qdrant_category,project_match_status,service_charge_status,production_eligible,failure_reason,mollak_project,mollak_community,location_parity,sc_rate_aed_sqft,sc_year,gf_rate,rf_rate,gt_rate,component_match,unit_size_sqft,annual_service_charge_aed,annual_rent_estimate_aed,income_after_service_charges_aed,master_current_price_aed,gross_rental_yield_pct,yield_after_service_charges_pct
800,Azizi Amber,Al Furjan,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,599.0,,,,1420000,,
7669,Pantheon Elysee III,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,406.0,,,,625000,,
5582,Marquise Square,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1658.0,,,,2900000,,
414,Binghatti Tulip,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,612.0,,,,1020000,,
2184,Grand Bleu Tower 1,EMAAR Beachfront,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1768.0,,,,6500000,,
5579,Creek Rise Tower 1,Dubai Creek Harbour,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,825.0,,,,2000000,,
6401,Divine Elements,Dubai South,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,359.0,,,,663000,,
4461,Eleganz,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1627.0,,,,2767000,,
2313,Binghatti Gardenia,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,643.0,,,,1100000,,
5683,Urban Oasis by Missoni,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,635.0,,,,1500000,,
3522,The Atria,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,795.0,,,,1820770,,
3451,Binghatti Onyx,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,692.0,,,,1100000,,
4817,Binghatti House,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,647.0,,,,1000000,,
5801,Empire Residences,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,375.0,,,,690000,,
3265,DAMAC Majestine,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,478.0,,,,950000,,
8028,Evelyn on the Park,Town Square Dubai,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,765.0,,,,1329888,,
5303,Serenity Lakes 5,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,481.0,,,,650000,,
8120,Laya Mansion,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,940.0,,,,925000,,
5528,Creek Rise Tower 1,Dubai Creek Harbour,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1664.0,,,,3700000,,
7449,Creek Rise Tower 1,Dubai Creek Harbour,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1108.0,,,,2800000,,
6056,Imperial Avenue,Downtown Dubai,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2049.0,,,,6300000,,
1656,AG Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,443.0,,,,987000,,
7378,Urban Oasis by Missoni,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,904.0,,,,2900000,,
7918,The Residence by Prestige One,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1322.0,,,,1990000,,
5431,Pantheon Elysee II,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,393.0,,,,700000,,
1118,Binghatti House,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1105.0,,,,1800000,,
2620,Avanti Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,950.0,,,,1516000,,
2965,Binghatti Onyx,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1550.0,,,,2500000,,
3766,Imperial Avenue,Downtown Dubai,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,859.0,,,,2500000,,
6032,Luma22,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1036.0,,,,1350000,,
1227,Sunrise Bay,EMAAR Beachfront,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1394.0,,,,4290000,,
6113,Bayshore at Creek Beach,Dubai Creek Harbour,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,906.0,,,,2000000,,
5860,LIV Residence,Dubai Marina,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1767.0,,,,4900000,,
2951,Binghatti Orchid,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,777.0,,,,1060000,,
2265,Binghatti Amber,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,989.0,,,,1300000,,
7137,Binghatti Galaxy,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,871.0,,,,1687500,,
5156,Binghatti Canal,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1283.0,,,,3150000,,
3167,Binghatti Dusk,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,899.0,,,,1300000,,
3599,Pantheon Elysee II,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,753.0,,,,1150000,,
655,Pantheon Elysee III,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,666.0,,,,1200000,,
6176,Catch Residence by IGO,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,905.0,,,,1500000,,
3901,Trillionaire Residences,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,549.0,,,,1900000,,
2252,Imperial Avenue,Downtown Dubai,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1458.0,,,,5100000,,
3533,Aykon City Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,413.0,,,,1041600,,
7292,Aykon City Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,646.0,,,,1624350,,
1113,Binghatti Gardenia,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,3008.0,,,,2530000,,
8019,DAMAC Majestine,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1578.0,,,,2477000,,
7841,Uniestate Prime Tower,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1890.0,,,,1908900,,
6904,creek edge,Dubai Creek Harbour,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,689.0,,,,931000,,
3668,Nobles Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,847.0,,,,2702660,,
7061,azizi mina,Palm Jumeirah,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1522.0,,,,4500000,,
392,Marriott Residences,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,732.0,,,,2576780,,
3190,azizi mina,Palm Jumeirah,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1173.0,,,,3667000,,
7930,Muraba Residences,Palm Jumeirah,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1965.0,,,,7826920,,
7266,Ahad Residences,Business Bay,Apartment,VERIFIED_EXACT,VERIFIED_CALCULABLE,True,,Ahad Residences,Business Bay,True,20.26,2026.0,18.15,2.11,20.26,True,894.0,18112.44,110400.0,92287.56,1800000,6.13,5.13
1074,Ahad Residences,Business Bay,Apartment,VERIFIED_EXACT,VERIFIED_CALCULABLE,True,,Ahad Residences,Business Bay,True,20.26,2026.0,18.15,2.11,20.26,True,453.0,9177.78,76800.0,67622.22,1250000,6.14,5.41
6954,Terraces Marasi Drive,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,,,,,2000000,,
6473,Empire Residences,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,701.0,,,,950000,,
2378,7 Park Central By Meteora,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,768.0,,,,985000,,
6690,Samana Hills,Arjan,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,585.0,,,,849501,,
3194,Sunrise Bay,EMAAR Beachfront,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1925.0,,,,6800000,,
3276,La Residenza,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1126.0,,,,1428000,,
1208,Marquise Square,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1064.0,,,,2100000,,
7157,The Atria,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2004.0,,,,4180000,,
6316,Me Do Re,Jumeirah Lake Towers,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2233.0,,,,5500000,,
5216,Oxford Terraces 2,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1150.0,,,,1850000,,
1746,Binghatti Nova,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,635.0,,,,950000,,
2185,Azizi Amber,Al Furjan,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,992.0,,,,1450000,,
2859,Oxford Terraces 2,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,482.0,,,,880000,,
3453,Samana Hills,Arjan,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,360.0,,,,600000,,
1848,Binghatti Twilight,Al Jadaf Waterfront,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,807.0,,,,1340000,,
7299,The Residence by Prestige One,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,790.0,,,,1099000,,
2435,Royal Yacht Club Residence,Dubai Islands,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,720.0,,,,2300000,,
4695,Oxford Terraces 2,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,796.0,,,,1250000,,
2785,Vincitore Volare,Arjan,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1430.0,,,,1700000,,
802,Azizi Amber,Al Furjan,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1261.0,,,,2057000,,
6436,Jumeirah Asora Bay,La Mer,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,6328.0,,,,65000000,,
7246,Azizi Lina,Jebel Ali,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1758.0,,,,2208000,,
2166,The Cove,Dubai Creek Harbour,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,745.0,,,,2300000,,
4286,Binghatti Galaxy,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,670.0,,,,924374,,
7412,Serenity Lakes 5,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,993.0,,,,1300000,,
5104,Binghatti Tulip,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1221.0,,,,1670000,,
5793,AG Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1465.0,,,,2238000,,
1298,Creek Rise Tower 1,Dubai Creek Harbour,Townhouse,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2987.0,,,,9800000,,
5983,Raffles The Palm Dubai,Palm Jumeirah,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,3337.0,,,,25750000,,
4432,Binghatti Rose,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,939.0,,,,1175000,,
4762,Ashton Park Residences,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,933.0,,,,1300000,,
2266,Me Do Re,Jumeirah Lake Towers,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,620.0,,,,1300000,,
3600,Bayshore at Creek Beach,Dubai Creek Harbour,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,985.0,,,,2500000,,
4140,Binghatti Gardenia,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,324.0,,,,670000,,
1175,Me Do Re,Jumeirah Lake Towers,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1095.0,,,,2200000,,
556,Mosela Waterside Residences,The Greens,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1439.0,,,,2620000,,
5593,Me Do Re,Jumeirah Lake Towers,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1387.0,,,,3500000,,
5513,Canal Residence West,Dubai Sports City,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1380.0,,,,1400000,,
2816,Gardenia Residency,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,328.0,,,,750000,,
152,Marina Star,Dubai Marina,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,505.0,,,,1943600,,
1641,Ashton Park Residences,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,402.0,,,,800000,,
408,Binghatti Crescent,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,728.0,,,,1200000,,
6627,Royal Bay,Palm Jumeirah,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1494.0,,,,3550000,,
2199,LIV Residence,Dubai Marina,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,521.0,,,,1650000,,
5319,LIV Residence,Dubai Marina,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,919.0,,,,2500000,,
8327,Aykon City Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,819.0,,,,2314000,,
3119,Marina Arcade Tower,Dubai Marina,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2466.0,,,,4173190,,
7426,Barari Views,Al Barari,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1271.0,,,,1461650,,
5,Avanti Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1270.0,,,,2314000,,
7799,Avanti Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,350.0,,,,950000,,
2236,Ashton Park Residences,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1145.0,,,,2100000,,
4513,The Cove,Dubai Creek Harbour,Townhouse,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1898.0,,,,5500000,,
3150,Creek Gate Tower 2,Dubai Creek Harbour,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2162.0,,,,5200000,,
7461,The Atria,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,559.0,,,,1369710,,
6217,Golf Links,Emaar South,Villa,REJECTED_IDENTITY,NOT_MATCHED,False,REJECTED_IDENTITY: MASTER area='Emaar South' vs Mollak community='Dubai Sports City',GOLF LINKS ,Dubai Sports City,False,,,,,,,4309.0,,,,4100000,,
5075,Ellington Beach House,Palm Jumeirah,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1028.0,,,,4300000,,
2178,Binghatti House,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,310.0,,,,729999,,
7953,Imperial Avenue,Downtown Dubai,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,3124.0,,,,12800000,,
1821,Binghatti Crescent,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1682.0,,,,2400000,,
6099,The Cove,Dubai Creek Harbour,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1839.0,,,,6000000,,
2170,DAMAC Majestine,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1420.0,,,,2800000,,
3043,Casa Aura Residence,Dubai South,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,407.0,,,,1000000,,
7848,Samana Hills,Arjan,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1561.0,,,,2095000,,
8057,Binghatti Royale,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2102.0,,,,4500000,,
5370,Trillionaire Residences,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,796.0,,,,2500000,,
717,Bayshore at Creek Beach,Dubai Creek Harbour,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1493.0,,,,4500000,,
7170,AG Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,820.0,,,,1750000,,
5407,Uniestate Prime Tower,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2972.0,,,,2572000,,
7349,Cayan Tower,Dubai Marina,دوبلكس,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2912.0,,,,6000000,,
4975,Trillionaire Residences,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1346.0,,,,4500000,,
7005,Binghatti Dusk,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,424.0,,,,981499,,
564,Marina Star,Dubai Marina,Duplex,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2497.0,,,,11000000,,
533,Binghatti Galaxy,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1353.0,,,,2600000,,
2505,Serenity Lakes 2,Jumeirah village circle,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2270.0,,,,2300000,,
4938,Nobles Tower,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1186.0,,,,3451120,,
4665,Raffles The Palm Dubai,Palm Jumeirah,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,972.0,,,,4500000,,
7622,The Pad by Omniyat,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1215.0,,,,2700000,,
4165,Ahad Residences,Business Bay,Apartment,VERIFIED_EXACT,VERIFIED_CALCULABLE,True,,Ahad Residences,Business Bay,True,20.26,2026.0,18.15,2.11,20.26,True,1625.0,32922.5,187200.0,154277.5,3270000,5.72,4.72
5712,Imperial Avenue,Downtown Dubai,بنتهاوس,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,5198.0,,,,25000000,,
5366,Marina Arcade Tower,Dubai Marina,دوبلكس,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,5324.0,,,,10649000,,
2381,Mama Residences,Business Bay,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,447.0,,,,1600000,,
6003,Raffles The Palm Dubai,Palm Jumeirah,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,2333.0,,,,11300000,,
6246,The Palm Tower,Palm Jumeirah,Apartment,NOT_MATCHED,NOT_MATCHED,False,,,,False,,,,,,,1055.0,,,,10000000,,
